Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;log2;
2;100;10;2;sqrt;
3;100;5;4;sqrt;10.0
4;500;10;4;log2;10.0
5;500;2;1;log2;10.0
6;200;2;2;log2;20.0
7;100;2;4;log2;
8;500;10;2;0.3;10.0
9;300;5;2;log2;10.0
10;100;5;2;sqrt;10.0
11;500;10;1;sqrt;10.0
12;100;5;1;sqrt;10.0
13;300;5;4;log2;10.0
14;500;2;1;0.3;10.0
15;200;2;1;0.3;10.0
16;500;5;1;sqrt;
17;300;2;2;0.3;20.0
18;200;10;1;log2;
19;200;10;2;sqrt;20.0
20;200;10;4;sqrt;
21;200;5;4;log2;20.0
22;300;10;1;0.3;
23;300;10;4;sqrt;20.0
24;500;10;2;0.3;20.0
25;200;10;2;0.3;20.0
26;500;10;1;0.3;
27;200;5;4;log2;10.0
28;200;10;4;0.3;10.0
29;500;5;4;sqrt;
30;100;2;1;sqrt;20.0
