Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;20.0
2;200;2;4;log2;20.0
3;200;2;4;sqrt;20.0
4;200;2;2;sqrt;20.0
5;100;10;2;log2;20.0
6;500;5;4;0.3;20.0
7;300;10;1;sqrt;10.0
8;300;5;1;sqrt;
9;200;10;4;log2;10.0
10;300;2;4;sqrt;20.0
11;500;5;2;sqrt;20.0
12;300;5;1;log2;20.0
13;100;5;1;log2;
14;500;10;1;0.3;10.0
15;100;10;2;sqrt;
16;300;10;1;log2;10.0
17;100;2;4;0.3;
18;300;10;1;0.3;20.0
19;300;10;4;log2;20.0
20;300;5;4;sqrt;10.0
21;500;2;1;sqrt;
22;500;5;2;sqrt;
23;500;5;1;0.3;10.0
24;100;10;2;0.3;20.0
25;300;5;2;sqrt;10.0
26;100;2;4;log2;
27;500;10;1;sqrt;
28;300;10;2;sqrt;
29;200;10;4;0.3;20.0
30;200;5;1;0.3;10.0
