Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,31));0.4235;4.112;1.3395;3.6156
2;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.6922;2.5843;1.8333;3.6444
3;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.393;4.4584;1.3054;3.055
4;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,15));0.5656;3.3036;1.5432;3.5937
5;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.6452;3.0549;1.7075;3.6348
