Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;2;log2;10.0
2;100;10;1;sqrt;
3;500;5;1;0.3;20.0
4;200;5;4;log2;10.0
5;100;10;2;0.3;20.0
6;300;10;1;sqrt;20.0
7;300;10;4;sqrt;
8;500;5;4;log2;20.0
9;300;2;1;log2;10.0
10;300;5;2;sqrt;20.0
11;100;5;2;sqrt;
12;500;2;1;0.3;20.0
13;500;5;1;sqrt;20.0
14;500;2;4;0.3;
15;100;10;1;sqrt;10.0
16;100;10;4;0.3;
17;300;2;1;0.3;
18;100;5;4;log2;10.0
19;300;5;1;log2;
20;500;5;2;sqrt;10.0
21;200;10;2;log2;20.0
22;100;2;2;0.3;
23;200;5;1;log2;
24;100;10;2;0.3;
25;500;10;4;log2;10.0
26;200;5;1;log2;20.0
27;300;10;1;log2;20.0
28;300;5;4;sqrt;10.0
29;200;10;4;0.3;10.0
30;300;2;1;sqrt;20.0
