Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;0.3;10.0
2;300;2;2;sqrt;
3;300;2;1;sqrt;10.0
4;100;5;2;0.3;20.0
5;200;10;2;0.3;10.0
6;500;10;1;0.3;20.0
7;200;5;2;0.3;10.0
8;200;10;4;log2;20.0
9;300;10;1;sqrt;10.0
10;100;10;4;0.3;20.0
11;300;5;2;0.3;10.0
12;200;10;1;log2;
13;500;2;1;log2;
14;500;5;1;sqrt;
15;100;10;2;log2;10.0
16;300;5;1;0.3;10.0
17;200;5;4;log2;10.0
18;300;2;4;0.3;
19;300;2;1;0.3;
20;500;2;1;sqrt;20.0
21;200;5;1;log2;20.0
22;500;5;1;0.3;20.0
23;300;10;4;0.3;20.0
24;500;10;4;log2;10.0
25;200;2;1;log2;20.0
26;100;5;1;sqrt;10.0
27;200;10;4;sqrt;
28;500;5;2;log2;20.0
29;500;2;4;log2;
30;500;2;4;sqrt;
