Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
33;M290;869.2879098650278;718.5938720926187;150.69403777240916
42;M198;551.8239317136828;520.5879121382941;31.236019575388696
47;M173;276.66095539361226;244.87724473031955;31.78371066329271
49;M170;1551.444493436183;1700.4224169234567;-148.97792348727376
51;M120;736.3371332408396;1177.741735935019;-441.4046026941794
55;M25;260.7874403099952;1316.9059865719041;-1056.118546261909
58;M121;271.37759690787624;633.67083326859;-362.2932363607137
59;M141;284.5911933126343;564.2248585830662;-279.6336652704319
60;M285;786.9425697554512;772.9101749986389;14.032394756812323
62;M104;385.4012881434102;559.7221346671072;-174.32084652369696
64;M176;1581.9041880379336;1598.3667449297177;-16.46255689178406
74;M188;1081.2332056464365;1043.638297892495;37.59490775394147
76;M209;951.102868219025;898.040309048233;53.06255917079204
77;M9;1048.7366408704709;1288.0176242278174;-239.28098335734649
78;M243;575.2159270099264;786.6679934803869;-211.45206647046052
89;M238;553.222284702398;752.911291407994;-199.68900670559594
90;M166;1409.8008751326743;866.4265137593264;543.3743613733478
95;M175;788.6276860789185;805.906953704664;-17.279267625745547
97;M284;738.7383429612028;868.4002377934452;-129.6618948322424
98;M70;3008.1691126105525;2185.4014945065805;822.7676181039719
106;M305;667.4232640405086;795.2637068063802;-127.84044276587167
110;M283;673.8971792555409;738.910615340383;-65.01343608484206
