Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;10.0
2;500;2;2;log2;
3;500;5;2;0.3;10.0
4;200;2;2;0.3;20.0
5;200;2;4;sqrt;
6;300;2;4;log2;20.0
7;300;5;2;0.3;10.0
8;100;5;4;sqrt;
9;300;2;2;log2;
10;500;2;4;log2;10.0
11;500;10;1;log2;10.0
12;200;5;2;sqrt;
13;100;2;4;log2;10.0
14;200;10;4;sqrt;20.0
15;500;2;2;sqrt;20.0
16;100;5;2;0.3;20.0
17;500;10;4;0.3;
18;500;10;1;0.3;
19;300;10;2;0.3;20.0
20;500;10;2;log2;10.0
21;100;10;1;0.3;
22;300;10;2;0.3;10.0
23;500;2;4;log2;20.0
24;100;2;2;sqrt;
25;300;2;4;log2;10.0
26;500;10;1;0.3;20.0
27;300;2;1;log2;20.0
28;500;10;2;sqrt;
29;300;2;2;sqrt;20.0
30;100;10;4;log2;20.0
