VitaSPEC;Type_Essai;Origine-Pays;Origine-PRO;Croisement;Genotype ID VitaPALM;Orgen;Station;trait;Annee Plantation;plot ;Parcelle;Ligne;Arbre;Matricule-PE;obs 19/02/25;ech;Matricule-DIADE;MF (mg);MS (mg) Silicagel;TE1 (%MF);Nb fruit;Nb copeaux;date de collecte;date de spectre (meso et exo);Note;Serie 1 Meso Amel ;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;22;12;PO-407-22-12-2020;M;M195;P407-L22-A12;1012;671,5;34;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;22;13;PO-407-22-13-2020;M;M196;P407-L22-A13;1122;231,0;76;1;2;25/02/2025;25/02/2025;passé de MM à M;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;21;12;PO-407-21-12-2020;M;M197;P407-L21-A12;1122;725,8;35;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;20;12;PO-407-20-12-2020;M;M198;P407-L20-A12;1021;437,8;57;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;23;2;PO-407-23-2-2020;M;M199;P407-L23-A2;907;584,0;36;1;2;25/02/2025;25/02/2025;;;;
Diversite;PRO;CI;La Mé;LM 2 T AF;;PO  16333;PO;-;2017;;333;;;PO-333-14-8-2017;;M2;333-L14-A8;759;427,4;44;1;7;25/03/2024;25/03/2024;;M2;La Mé;
Diversite;Hybrid;CIxCongo (RDC);La Mé x Eala;((LM 5 T x LM 10 T) x (RS 3 T AF)) AF;;PO  16320;PO;-;2017;;333;;;PO-333-20-10-2017;;M20;333-L20-A10;1151;867,9;25;1;2;25/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;22;2;PO-407-22-2-2020;M;M200;P407-L22-Aé;959;713,2;26;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;28;10;PO-407-28-10-2020;M;M201;P407-L28-A10;971;611,6;37;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;29;12;PO-407-29-12-2020;PM;M202;P407-L29-A12;983;522,1;47;1;3;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;24;7;PO-407-24-7-2020;M;M203;P407-L24-A7;1298;929,3;28;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;25;3;PO-407-25-3-2020;M;M204;P407-L25-A3;1236;809,8;34;1;1;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;23;11;PO-407-23-11-2020;PM;M205;P407-L23-A11;1162;764,9;34;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;25;16;PO-407-25-16-2020;PM;M206;P407-L25-A16;857;500,1;42;1;3;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;29;16;PO-407-29-16-2020;M;M207;P407-L29-A16;808;502,9;38;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;28;8;PO-407-28-8-2020;M;M208;P407-L28-A8;813;553,6;32;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;23;7;PO-407-23-7-2020;M;M209;P407-L23-A7;1195;848,2;29;1;2;25/02/2025;25/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7208;PO;-;2003;;454;;;PO-454-4-11-2003;;M21;454-L4-A11;825;632,8;23;1;6;26/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;26;8;PO-407-26-8-2020;PM;M210;P407-L26-A8;1107;519,7;53;1;2;25/02/2025;25/02/2025;presence inflo femelle à l anthèse ;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;29;9;PO-407-29-9-2020;PM;M211;P407-L29-A9;1090;690,7;37;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;27;10;PO-407-27-10-2020;M;M212;P407-L27-A10;968;725,3;25;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;25;4;PO-407-25-4-2020;PM;M213;P407-L25-A4;926;631,7;32;1;3;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;23;14;PO-407-23-14-2020;PM;M214;P407-L23-A14;937;557,1;41;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;25;12;PO-407-25-12-2020;PM;M215;P407-L25-A12;789;466,9;41;1;3;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;23;6;PO-407-23-6-2020;PM;M216;P407-L23-A6;1076;803,9;25;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;29;3;PO-407-29-3-2020;M;M217;P407-L23-A3;1052;791,2;25;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;29;13;PO-407-29-13-2020;PM;M218;P407-L29-A13;857;244,1;72;1;3;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;25;7;PO-407-25-7-2020;M;M219;P407-L25-A7;879;703,8;20;1;2;25/02/2025;25/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7041;PO;-;2003;;454;;;PO-454-5-5-2003;;M22;454-L5-A5;803;573,6;29;2;8;26/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;29;8;PO-407-29-8-2020;M;M220;P407-L29-A8;960;740,6;23;1;2;25/02/2025;25/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;23;12;PO-407-23-12-2020;PM;M221;P407-L23-A12;923;522,6;43;1;2;25/02/2025;25/02/2025;;;;
Diversite;PRO;Congo (RDC);Yangambi;;;PO   9259;PO;-;2010;;113;26;21;PO-113-26-21-2010;PM;M222;113-L26-A21;1289;799,9;38;1;2;26/02/2025;26/02/2025;tenera;;;
Diversite;PRO;CI;Yocoboué;PO 4168 T x PO 6599 P;Yoco1;PO 9255;PO;-;2011;;113;36;6;PO-113-36-6-2011;M;M223;113-L36-A6;975;634,4;35;1;3;26/02/2025;26/02/2025;;M223;Yoco;
Diversite;PRO;CI;Yocoboué;;Yoco2;PO 10084;PO;-;2012;;113;37;18;PO-113-37-18-2012;M;M224;113-L37-A18;820;541,2;34;1;2;26/02/2025;26/02/2025;;M224;Yoco;
Diversite;PRO;CI;Yocoboué;PO 8980 Tx PO 4168 T;Yoco3;PO 10232;PO;-;2012;;113;38;20;PO-113-38-20-2012;M;M225;113-L38-A20;858;624,5;27;1;3;26/02/2025;26/02/2025;Low palmitic;M225;Yoco;
Diversite;PRO;Congo (RDC);Yangambi;;;PO   9259;PO;-;2010;;113;26;18;PO-113-26-18-2010;PM;M226;113-L26-A18;1307;879,9;33;1;2;26/02/2025;26/02/2025;tenera;;;
Diversite;PRO;Congo (RDC);Yangambi;;;PO   9619;PO;-;2010;;113;27;8;PO-113-27-8-2010;M;M227;113-L27-A8;1019;762,6;25;1;2;26/02/2025;26/02/2025;;;;
Diversite;PRO;Congo (RDC);Yangambi;;;PO   9619;PO;-;2010;;113;27;20;PO-113-27-20-2010;PM;M228;113-L27-A20;1236;916,2;26;1;1;26/02/2025;26/02/2025;tres mur;M228;yang;
Diversite;PRO;Congo (RDC);Yangambi;;;PO   9259;PO;-;2010;;113;26;9;PO-113-26-9-2010;PM;M229;113-L26-A9;1002;827,3;17;1;1;26/02/2025;26/02/2025;tres mur - fruit detache;M229;yang;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7225;PO;-;2003;;454;;;PO-454-1-2-2003;;M23;454-L1-A2;883;703,2;20;1;3;26/03/2024;26/03/2024;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;22;PO-323-16-22-2001;PM;M230;323-L16-A22;972;725,5;25;1;4;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;5;PO-323-16-5-2001;M;M231;323-L16-A5;829;580,0;30;1;4;26/02/2025;26/02/2025;;M231;BC1;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21716;PO;-;2001;;323;17;5;PO-323-17-5-2001;M;M232;323-L15-A5;998;776,9;22;1;3;26/02/2025;26/02/2025;;M232;BC1;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;2;PO-323-16-2-2001;PM;M233;323-L16-A22;835;635,9;24;1;4;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;16;PO-323-16-16-2001;M;M234;323-L16-A16;1179;897,2;24;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21777;PO;-;2001;;323;20;19;PO-323-20-19-2001;M;M235;323-L20-A19;1179;941,8;20;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;7;PO-323-16-7-2001;PM;M236;323-L16-A7;788;557,7;29;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21777;PO;-;2001;;323;20;10;PO-323-20-10-2001;M;M237;323-L20-A10;955;734,9;23;1;2;26/02/2025;26/02/2025;erreur de matricule. Note L20-A6 mais apres enquete, matricule manquant et à cote de 20-6;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21777;PO;-;2001;;323;20;2;PO-323-20-2-2001;M;M238;323-L20-A2;897;688,7;23;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21675;PO;-;2001;;323;16;25;PO-323-16-25-2001;M;M239;323-L16-A25;919;711,3;23;1;3;26/02/2025;26/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7033;PO;-;2003;;454;;;PO-454-6-6-2003;;M24;454-L6-A6;956;766,1;20;1;3;26/03/2024;26/03/2024;;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21777;PO;-;2001;;323;20;6;PO-323-20-6-2001;M;M240;323-L20-A6;1261;982,9;22;1;2;26/02/2025;26/02/2025;erreur code M237 avec meme matricule. M240=L20-A6/ M240 note petit regime mal formé sur le cahier et le sac. Donc valide L20-A6;;;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21777;PO;-;2001;;323;20;17;PO-323-20-17-2001;M;M241;323-L20-A17;777;532,3;31;1;4;26/02/2025;26/02/2025;;M241;BC1;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  21862;PO;-;2001;;323;18;18;PO-323-18-18-2001;PM;M242;323-L18-A18;757;506,2;33;1;3;26/02/2025;26/02/2025;;M242;BC1;
Essai Nain;BC1;CI_Benin;LaMé_Pobè;;;LM  22012;PO;-;2001;;323;19;8;PO-323-19-8-2001;M;M243;323-L19-A8;735;555,0;24;1;3;26/02/2025;26/02/2025;;M243;BC1;
Diversite;Hybrid;CIxNigeria;La Mé x Nigeria;(La Mé x PO 4100 P 1) x PO 4100 P (backcross);LameXNige3;GI    298;PO;-;2016;;333;13;4;PO-333-13-4-2016;M;M244;333-L13-A4;912;489,0;46;1;3;26/02/2025;26/02/2026;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17453;PO;-;2020;7;407;16;12;PO-407-16-12-2020;PM;M245;P407-L16-A12;958;677,3;29;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17182;PO;-;2020;11;407;15;16;PO-407-15-16-2020;M;M246;P407-L15-A16;843;654,9;22;1;1;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;18;13;PO-407-18-13-2020;M;M247;P407-L18-A13;971;559,4;42;1;4;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;16;7;PO-407-16-7-2020;M;M248;P407-L16-A7;939;590,4;37;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17453;PO;-;2020;7;407;15;11;PO-407-15-11-2020;PM;M249;P407-L15-A11;1302;1073,9;18;1;2;26/02/2025;26/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7130;PO;-;2003;;454;;;PO-454-2-8-2003;;M25;454-L2-A8;751;441,3;41;2;12;26/03/2024;26/03/2024;;M25;Pobè;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17182;PO;-;2020;11;407;15;15;PO-407-15-15-2020;M;M250;P407-L15-A15;1449;962,5;34;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;17;13;PO-407-17-13-2020;M;M251;P407-L17-A13;1082;593,4;45;1;1;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;17;12;PO-407-17-12-2020;PM;M252;P407-L17-A12;865;535,3;38;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17182;PO;-;2020;11;407;16;16;PO-407-16-16-2020;M;M253;P407-L16-A16;1143;1234,0;25;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;17;11;PO-407-17-11-2020;PM;M254;P407-L17-A11;1646;840,7;26;1;1;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17182;PO;-;2020;11;407;16;14;PO-407-16-14-2020;M;M255;P407-L16-A14;1290;897,6;30;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17453;PO;-;2020;7;407;16;13;PO-407-16-13-2020;PM;M256;P407-L16-A13;1528;1179,8;23;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;17;16;PO-407-17-16-2020;PM;M257;P407-L17-A16;1227;881,7;28;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;18;4;PO-407-18-4-2020;M;M258;P407-L18-A4;962;600,4;38;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;15;7;PO-407-15-7-2020;M;M259;P407-L15-A7;870;644,7;26;1;2;26/02/2025;26/02/2025;mature malforme;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7117;PO;-;2003;;454;;;PO-454-3-4-2003;;M26;454-L3-A4;752;597,5;21;1;3;26/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;17;14;PO-407-17-14-2020;M;M260;P407-L17-A14;845;567,9;33;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;18;16;PO-407-18-16-2020;PM;M261;P407-L18-A16;892;601,6;33;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;15;5;PO-407-15-5-2020;M;M262;P407-L15-A5;1231;950,3;23;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;17;2;PO-407-17-2-2020;M;M263;P407-L17-A2;961;672,0;30;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;16;2;PO-407-16-2-2020;M;M264;P407-L16-A2;847;638,4;25;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;15;2;PO-407-15-2-2020;M;M265;P407-L15-A2;903;623,7;31;1;2;26/02/2025;26/02/2025;chetif/petit arbre;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;16;4;PO-407-16-4-2020;M;M266;P407-L16-A4;986;693,0;30;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;15;3;PO-407-15-3-2020;M;M267;P407-L15-A3;919;707,4;23;1;3;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;15;4;PO-407-15-4-2020;M;M268;P407-L15-A4;932;742,9;20;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;17;3;PO-407-17-3-2020;M;M269;P407-L17-A3;728;383,7;47;1;2;26/02/2025;26/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7117;PO;-;2003;;454;;;PO-454-3-10-2003;;M27;454-L3-A10;759;625,6;18;1;5;26/03/2024;26/03/2024;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;16;5;PO-407-16-5-2020;M;M270;P407-L16-A5;1505;1119,7;26;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17182;PO;-;2020;11;407;18;5;PO-407-18-5-2020;PM;M271;P407-L18-A5;896;605,9;32;1;2;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18108;PO;-;2020;6;407;18;2;PO-407-18-2-2020;M;M272;P407-L18-A2;1037;832,3;20;1;1;26/02/2025;26/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;16;3;PO-407-16-3-2020;M;M273;P407-L16-A3;1028;574,0;44;1;3;26/02/2025;26/02/2025;;;;
Diversite;Hybrid;CIxCameroun;Yangambi x Ekona ;(LM 238 T x LM 511 P)  x Ekona Lonsum BL701;YangXEkon1;PO 13920;PO;-;2014;;24;5;1;PO-24-5-1-2014;M;M274;24-L5-A1;2183;1626,9;25;1;1;27/02/2025;27/02/2025;;M274;Yangambi x Ekona ;
Diversite;PRO;CI;La Mé;LM 10 T ;Lame2;PO 7882;PO;-;2006;;153;7;9;PO-P153-7-9-2006;M;M275;P153-L7-A9;864;550,6;36;1;3;27/02/2025;27/02/2025;Low palmitic;M275;La Mé;
Diversite;PRO;CI;La Mé;LM 10 T ;Lame1;PO 7882;PO;-;2006;;153;7;21;PO-153-7-21-2006;M;M276;P153-L7-A21;988;553,8;44;1;4;27/02/2025;27/02/2025;Low palmitic;M276;La Mé;
Diversite;PRO;Congo (RDC);Yangambi;;;SL   5009;PO;-;2007;;433;20;23;PO-433-20-23-2007;M;M277;P433-L20-A23;1024;757,1;26;1;2;27/02/2025;27/02/2025;;;;
Diversite;PRO;CI;La Mé;LM 5 T ;Lame6;PO 8831;PO;-;2009;;433;33;8;PO-433-33-8-2009;M;M278;P433-L33-A8;1312;868,7;34;1;2;27/02/2025;27/02/2025;Low palmitic;M278;La Mé;
Diversite;PRO;Congo (RDC);Yangambi;;;SL   5009;PO;-;2007;;433;20;1;PO-433-20-1-2007;PM;M279;P433-L20-A1;1273;865,4;32;1;2;27/02/2025;27/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7225;PO;-;2003;;454;;;PO-454-1-6-2003;;M28;454-L1-A6;877;678,3;23;1;4;26/03/2024;26/03/2024;;;;
Diversite;PRO;Nigeria;Aba-Calabar;;AbaC2;SL 4663;PO;-;2007;;117;16;2;PO-117-16-2-2007;M;M280;P117-L16-A2;1200;773,9;36;1;2;27/02/2025;27/02/2025;;M280;AbaC2;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;13;10;PO-407-13-10-2020;PM;M281;P407-L12-A10;928;597,4;36;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17453;PO;-;2020;7;407;14;11;PO-407-14-11-2020;M;M282;P407-L14-A11;760;429,0;44;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;12;10;PO-407-12-10-2020;M;M283;P407-L12-A10;990;698,3;29;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18136;PO;-;2020;9;407;14;7;PO-407-14-7-2020;M;M284;P407-L14-A7;828;543,5;34;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;14;4;PO-407-14-4-2020;M;M285;P407-L14-A4;863;635,3;26;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17896;PO;-;2020;8;407;14;2;PO-407-14-2-2020;M;M286;P407-L14-A2;1008;823,7;18;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;10;7;PO-407-10-7-2020;M;M287;P407-L10-A7;833;528,6;37;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;9;5;PO-407-9-5-2020;M;M288;P407-L9-A5;917;622,9;32;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;11;8;PO-407-11-8-2020;M;M289;P407-L11-A8;911;548,7;40;1;2;27/02/2025;27/02/2025;;;;
Diversite;PRO;Bénin;Pobè;(Pobè);;PO   7130;PO;-;2003;;454;;;PO-454-2-10-2003;;M29;454-L2-A10;762;583,2;23;1;2;26/03/2024;26/03/2024;;M29;Pobè;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;9;7;PO-407-9-7-2020;M;M290;P407-L9-A7;1096;579,9;47;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18048;PO;-;2020;3;407;8;7;PO-407-8-7-2020;M;M291;P407-L8-A7;906;629,2;31;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18096;PO;-;2020;4;407;9;16;PO-407-9-16-2020;PM;M292;P407-L9-A16;967;740,4;23;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;8;12;PO-407-8-12-2020;M;M293;P407--L8-A12;1022;777,7;24;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18177;PO;-;2020;5;407;10;12;PO-407-10-12-2020;M;M294;P407-L10-A12;858;649,0;24;1;1;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  18152;PO;-;2020;10;407;13;9;PO-407-13-9-2020;PM;M295;P407-L13-A9;783;540,1;31;1;2;27/02/2025;27/02/2025;;;;
Essai Nain;BC2_POGP38;CI_Benin_Deli;LaMé_Pobè_Déli Dabou;;;PO  17453;PO;-;2020;7;407;14;12;PO-407-14-12-2020;M;M296;P407-L14-A12;1012;670,1;34;1;2;27/02/2025;27/02/2025;;;;
