ech;C14:0;C16:0;C18:0;C18:1n9;C18:1n7;C18:2
10-HR-2-5;0,539859634791407;39,0067051574446;5,56571187860863;42,9082967208248;0,577556983974357;10,5033333704136
11-HR-2-6;0,519636306623002;40,7811534993166;5,65375128518166;41,4573080806121;0,53733581642988;10,0122873629548
12-HR-2-7;0,831052226281878;39,2986632070328;4,57994972638881;43,2268005043501;0,761487027005718;10,1273138174979
13-HR-3-1;0,58918076749124;34,9853444045334;6,83388866588754;46,2197243673147;0,537712191762102;9,79032196025246
14-HR-3-2;0,479706468277552;34,121972403352;6,73778333250003;47,71659340801;0,548044034515177;9,47255332596914
15-HR-3-3;0,681747137620586;39,1953209366302;6,03670101704966;41,5725650509092;0,533591826948562;11,0505453324323
16-HR-4-1;0,839604117696701;43,3142583881572;5,04329594702909;40,1802703588724;0,667050826411477;9,0202596100109
17-HR-4-2;0,787347162359636;42,030260366681;4,86293783767288;41,6783972177887;0,70715199822808;9,03010863267332
18-HR-4-3;0,819333015128087;43,3021660193698;4,95022809573495;40,2319684739432;0,689522325345684;9,09123640862626
19-HR-5-1;0,547287219884967;37,1014255299428;5,34426630304113;46,0843381288087;0,644646375147514;9,39744553362396
1-HR-1-1;0,718326633312438;40,8911603476447;5,36630085668952;40,6028945154675;0,603988193179266;10,7841630883416
20-HR-5-2;0,606539637983073;42,373857501876;5,66062251560406;41,3158442513334;0,564110230778063;8,59367170677025
21-HR-5-3;0,558043031943199;36,1179520264438;6,60593716572884;46,8114216285834;0,583236138845402;8,32750534728335
22-HR-5-4;0,52037466224479;39,530390626295;5,85147911002231;42,629709724958;0,597161119292476;9,93088691420844
23-HR-6-1;1,33871518964565;41,3223684415319;4,6493092988422;40,3882240336757;0,739776595811083;10,3768880817305
24-HR-7-1;0,83201607528791;42,3299688251255;5,24186822079804;40,3622040105375;0,722028467175024;9,53390183175887
25-HR-7-2;0,895714444122274;41,103068734341;4,82773552887226;42,4449171034388;0,675327110079073;9,0757529783673
26-HR-7-3;1,06440601335624;41,9883171495777;5,33425525712489;40,081561568443;0,617644345182107;9,52036870580702
27-HR-7-4;0,700029017420656;41,6613117231783;5,72482500825801;40,9590370997631;0,596336884113613;9,44426621925181
28-HR-7-5;0,762100938030045;41,8591081615797;5,30395844601416;40,2785131928279;0,652014815506365;10,2348402145517
29-HR-7-6;0,602222693807377;37,8417279185146;5,55180912427811;45,4841480497205;0,620555454099201;8,86312177795992
2-HR-1-2;0,49409037578744;36,1585528731426;6,41190090010661;43,5128778019056;0,518667826441924;11,8719328330308
30-HR-7-7;0,63850139468169;40,3428350447305;5,60492908098826;42,8976999798315;0,615542421085803;8,95894356092107
31-HR-7-8;1,0230197497528;42,5772550267751;5,16158361153972;39,672653867797;0,592953788482932;10,1512092328781
32-HR-7-9;0,634850028830663;38,6529543168196;5,72367717965684;44,0032839352796;0,553906100803714;9,45096112867315
33-HR-8-1;0,726678084065158;39,6422321941707;6,03704988843156;41,0407004586983;0,562901436437432;11,0628708018304
34-HR-8-2;0,687001142062565;36,4094091964122;6,85716257703529;47,0707684210651;0,522106026752623;7,06940919038662
35-HR-8-3;0,649244760581718;37,5455897405045;5,83167907154764;43,6342800220143;0,577879432045257;10,71366852232
36-HR-9-1;1,05996453807702;40,9391076929799;5,07370840684213;41,5585726870295;0,701474481968457;9,47264601745276
37-HR-9-2;1,09122603157109;40,6817786005535;5,10030875398003;41,6058534208769;0,733901371637136;9,61851604484443
38-HR-10-1;0,991437552983138;41,4401137260386;5,32430587381078;41,7296856611302;0,663790082735211;8,93714835142087
39-HR-10-2;0,462932056142392;38,842418270062;4,43399905243473;44,9722557455918;0,666376091720341;9,64518215569604
3-HR-1-3;0,481444050775328;38,5846728161903;7,18224014029434;41,3015404212517;0,514645449033457;10,9397638106315
40-HR-10-3;0,7723327243189;42,2581153915379;4,76467842383797;42,3220893299369;0,683293292434574;8,24362452915074
41-HR-10-4;0,960189077657559;41,1354738877894;5,07043480910426;41,3372805603097;0,6913595930674;9,64768701952316
42-HR-10-5;0,943569408321839;43,4119762783564;5,05996602699402;38,2076357395267;0,688883181205668;10,5289076926635
43-HR-11-1;0,932528969471105;42,8778325918153;4,82209880666521;39,4445463478829;0,685538890673803;10,1344514682311
44-HR-11-2;1,17786903908065;41,8801571080994;4,73890604800825;40,7467447869367;0,737168663912456;9,63747944658736
45-HR-11-3;1,09518710048347;43,1966935272559;5,28008426366682;39,4538205242472;0,667147095197532;9,22127459060199
46-HR-11-4;0,681830024153529;39,6665059936205;5,37151873751092;43,2443339656615;0,622045442669628;9,48606949315678
47-HR-11-5;1,12637024059968;42,98358463253;5,34146263194523;38,784862355063;0,61796574720586;9,95486108956263
4-HR-1-4;0,574560988897324;37,2759549887002;5,31651356688191;45,4718907767392;0,628583091184817;9,71872920081835
5-HR-1-5;0,622202735955084;39,4442862720623;5,76352043107467;43,646337432888;0,573234084752568;9,05014321923064
6-HR-2-1;0,548641075718268;38,550195260001;5,51507235289069;44,1182149257185;0,603068500479808;9,67830411483838
7-HR-2-2;0,552224594701203;39,4727713736745;5,76676004181536;42,5994961159282;0,660606374156143;9,92686314743805
8-HR-2-3;0,893269813218694;43,79338577562;4,70571730982604;38,3461569669961;0,741112075158659;10,3819165161416
9-HR-2-4;0,809170110516383;42,0780798175219;5,48227532578906;39,4561963954749;0,619005655888648;10,5212140284657
