Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
7;M289;0.8000039664042471;0.7007487134690696;0.09925525293517745;0.09925525293517745
8;M159;0.8000112310996391;0.7961178140961551;0.003893417003484001;0.003893417003484001
10;M239;0.2819692909290311;0.40332683134458885;-0.12135754041555774;0.12135754041555774
16;M199;1.1664034394824667;0.9044492409527706;0.26195419852969615;0.26195419852969615
17;M291;0.6987707375241198;0.681330901529542;0.017439835994577768;0.017439835994577768
19;M270;0.7454719145553282;0.6626639413940222;0.08280797316130606;0.08280797316130606
20;M293;0.9478216565097742;0.7477108498739364;0.2001108066358378;0.2001108066358378
30;M197;1.5247702425373333;0.9077998361868074;0.6169704063505259;0.6169704063505259
31;M247;0.6000020687582569;0.6662680053978968;-0.06626593663963987;0.06626593663963987
41;M69;0.900000721214165;1.0687281864326863;-0.16872746521852133;0.16872746521852133
43;M175;0.6999982317395315;0.7664586092503348;-0.06646037751080336;0.06646037751080336
50;M38;1.3000075101106978;1.1857500256210267;0.1142574844896711;0.1142574844896711
60;M180;0.6972801151148836;0.6062961371498395;0.0909839779650441;0.0909839779650441
70;M193;1.3000018281611458;0.8735347890233932;0.42646703913775263;0.42646703913775263
78;M251;1.09999647272633;0.7895225284591302;0.3104739442671999;0.3104739442671999
85;M176;0.9242064024514235;0.8040851299604449;0.12012127249097859;0.12012127249097859
86;M100;0.8999742534781762;0.9713797716897699;-0.07140551821159369;0.07140551821159369
91;M248;0.29999956287737417;0.3705117399103329;-0.07051217703295876;0.07051217703295876
95;M155;0.7479503821817847;0.6849251113577409;0.06302527082404374;0.06302527082404374
98;M29;0.4999938464769153;0.862861037079388;-0.3628671906024727;0.3628671906024727
105;M262;0.5999992393977618;0.5809417834604813;0.019057455937280476;0.019057455937280476
106;M141;0.4000071943985224;0.710327844106731;-0.3103206497082086;0.3103206497082086
113;M229;1.2999836832767502;1.0104374887435856;0.28954619453316455;0.28954619453316455
120;M79;0.6000074700074416;0.7527046708262572;-0.15269720081881566;0.15269720081881566
121;M198;0.799996175580146;0.9999325956827859;-0.1999364201026399;0.1999364201026399
127;M283;1.1444946764752606;0.6102359567701316;0.534258719705129;0.534258719705129
