Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
5;M100;0.3839535536411891;0.49916955146671355;-0.11521599782552444;0.11521599782552444
6;M79;0.6071450369301438;0.4569900428540112;0.1501549940761326;0.1501549940761326
12;M183;0.5644884575364312;0.53544420076694;0.029044256769491184;0.029044256769491184
15;M45;0.6672831735269455;0.536945537195001;0.1303376363319445;0.1303376363319445
19;M284;0.725580745339774;0.5209298167207117;0.2046509286190623;0.2046509286190623
23;M29;0.4607508284564369;0.5024351511506159;-0.04168432269417899;0.04168432269417899
28;M165;0.3082430615445529;0.3898572607481383;-0.08161419920358542;0.08161419920358542
30;M278;0.27075829575476024;0.35713405767879036;-0.08637576192403013;0.08637576192403013
32;M262;0.6250956208028008;0.5338115941487096;0.09128402665409119;0.09128402665409119
38;M212;0.3469538110230231;0.3989534777506732;-0.05199966672765011;0.05199966672765011
52;M247;0.41707339916614855;0.4077374876295675;0.009335911536581032;0.009335911536581032
54;M251;0.353181171290486;0.3654502066051654;-0.012269035314679433;0.012269035314679433
65;M294;0.43963716393603974;0.428290880297029;0.011346283639010746;0.011346283639010746
66;M178;0.3814800757624428;0.3597507746485892;0.021729301113853627;0.021729301113853627
70;M203;0.49878230477417146;0.5074592052417318;-0.008676900467560367;0.008676900467560367
73;M204;0.41212030164498853;0.39173461417667793;0.020385687468310598;0.020385687468310598
76;M258;0.4305293722432127;0.37855081427212;0.05197855797109269;0.05197855797109269
79;M31;0.30827384067447716;0.4787198378585268;-0.17044599718404962;0.17044599718404962
80;M148;0.34204490196842585;0.3844588417955083;-0.04241393982708247;0.04241393982708247
98;M223;0.4025583920290456;0.41938108349429515;-0.016822691465249562;0.016822691465249562
108;M280;0.585564254418483;0.4413071870709808;0.1442570673475022;0.1442570673475022
109;M300;0.41573944542878016;0.40849021055679385;0.00724923487198631;0.00724923487198631
111;M154;0.5878508216589599;0.5657599140931575;0.022090907565802342;0.022090907565802342
