Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;sqrt;10.0
2;300;5;2;0.3;10.0
3;200;5;2;log2;
4;100;5;4;0.3;10.0
5;300;10;4;0.3;20.0
6;300;2;1;0.3;10.0
7;300;10;4;sqrt;
8;200;10;1;0.3;20.0
9;300;10;4;log2;20.0
10;200;5;1;log2;
11;300;2;2;log2;
12;300;2;1;0.3;20.0
13;200;10;1;0.3;10.0
14;200;2;2;log2;20.0
15;100;10;2;log2;10.0
16;500;2;1;sqrt;10.0
17;100;10;1;sqrt;
18;200;10;2;sqrt;
19;200;10;2;log2;10.0
20;200;2;2;0.3;20.0
21;300;5;1;0.3;
22;100;10;2;log2;20.0
23;100;10;4;sqrt;
24;500;2;2;sqrt;10.0
25;200;10;4;sqrt;
26;100;5;1;0.3;
27;200;10;4;0.3;
28;100;5;1;log2;20.0
29;100;10;1;sqrt;10.0
30;100;2;4;sqrt;10.0
