Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;10.0
2;500;10;2;0.3;
3;200;5;4;log2;10.0
4;500;10;2;log2;20.0
5;300;2;2;sqrt;
6;100;10;4;0.3;20.0
7;500;2;2;log2;10.0
8;500;2;1;sqrt;10.0
9;200;5;4;0.3;10.0
10;300;5;1;sqrt;10.0
11;100;10;1;sqrt;10.0
12;500;5;2;log2;20.0
13;100;5;2;log2;20.0
14;200;10;2;log2;10.0
15;200;2;4;sqrt;10.0
16;500;5;1;sqrt;
17;300;10;1;log2;20.0
18;500;2;4;0.3;10.0
19;300;5;2;sqrt;10.0
20;100;10;2;0.3;20.0
21;300;5;2;0.3;
22;100;5;4;sqrt;10.0
23;100;2;4;0.3;
24;300;5;2;log2;10.0
25;100;5;1;sqrt;10.0
26;500;5;1;log2;
27;100;2;2;log2;
28;500;5;1;0.3;
29;100;2;4;0.3;10.0
30;100;10;1;sqrt;
