Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1400,1)), list('snv',''), list('sder',c(2,3,15));-0.3745;0.814;0.8675;0.6123
2;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(1,3,15));0.0969;0.5821;1.0703;0.6443
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 9));0.0732;0.6414;1.0565;0.6178
4;list('adj',''), list('snv',''), list('sder',c(2,3,15));0.1499;0.7497;1.1032;0.6255
5;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 31));-0.1219;0.8281;0.9602;0.5989
