Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
4;82;349.4003822208662;291.93846148330323;57.46192073756299;57.46192073756299
9;22;222.10000648020372;295.2265027093241;-73.12649622912039;73.12649622912039
12;181;282.5872144512556;319.74039005958224;-37.15317560832665;37.15317560832665
22;186;740.7479079612766;631.347363311032;109.40054465024457;109.40054465024457
25;53;476.04504615027804;312.17695766044363;163.8680884898344;163.8680884898344
30;29;191.85446867130526;215.03523189625074;-23.18076322494548;23.18076322494548
37;215;368.946381870207;337.285879120228;31.660502749979003;31.660502749979003
45;203;327.05814115926773;278.41005699060906;48.64808416865867;48.64808416865867
47;198;276.2657046759493;331.222037205292;-54.95633252934272;54.95633252934272
53;108;344.7150711472375;295.26682262945974;49.448248517777756;49.448248517777756
59;194;518.1918083594104;436.68936454959106;81.50244380981934;81.50244380981934
76;83;558.816303128392;317.5808476286546;241.23545549973733;241.23545549973733
78;60;224.78988242333634;264.47418710918754;-39.6843046858512;39.6843046858512
81;31;93.16450110326848;129.44160403093946;-36.27710292767098;36.27710292767098
82;115;190.04832237840768;260.88171791584267;-70.833395537435;70.833395537435
83;54;194.17673023247622;279.4174336222945;-85.24070338981826;85.24070338981826
90;36;798.7460346592976;772.6117855456805;26.134249113617102;26.134249113617102
92;45;332.15927129680716;325.58806532651136;6.571205970295807;6.571205970295807
96;14;669.7299742590791;714.5199043832503;-44.78993012417118;44.78993012417118
100;113;255.686952864775;425.5296057969461;-169.8426529321711;169.8426529321711
112;217;485.8164318007456;447.83917496349704;37.97725683724855;37.97725683724855
123;94;232.98339909256163;314.13204132122314;-81.14864222866152;81.14864222866152
126;9;253.81908965237466;323.91690627603913;-70.09781662366447;70.09781662366447
128;212;305.11021120804304;330.87579303448643;-25.765581826443395;25.765581826443395
131;12;274.0513479167211;295.06101787261747;-21.009669955896356;21.009669955896356
133;187;488.9587666955813;500.7834702438677;-11.824703548286436;11.824703548286436
