Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,25));0.4787;0.253;1.4087;0.2202
2;list('adj',''), list('red',c(1000,700,1)), list('snv',''), list('sder',c(2,3,15));0.6665;0.2267;1.7611;0.2101
3;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,15));0.4227;0.2787;1.3386;0.2145
4;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(2,3,15));0.5718;0.2431;1.5544;0.2238
5;list('adj',''), list('red',c(1000,700,1)), list('snv',''), list('sder',c(2,3,15));0.6831;0.1962;1.8069;0.2447
