Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;0.3;20.0
2;100;5;2;log2;
3;100;2;1;sqrt;20.0
4;500;10;2;0.3;10.0
5;200;2;2;sqrt;
6;500;10;2;0.3;20.0
7;500;10;2;log2;10.0
8;300;5;4;0.3;10.0
9;300;10;4;sqrt;
10;200;5;2;log2;
11;500;10;2;0.3;
12;300;2;4;0.3;20.0
13;100;5;1;0.3;20.0
14;500;10;2;log2;20.0
15;300;5;1;sqrt;20.0
16;200;5;1;log2;
17;300;10;1;log2;20.0
18;300;5;1;log2;10.0
19;500;5;1;log2;
20;100;5;4;log2;
21;200;5;4;0.3;20.0
22;100;10;2;sqrt;10.0
23;100;10;1;0.3;20.0
24;100;10;2;0.3;20.0
25;500;10;4;log2;
26;200;10;2;log2;
27;100;10;2;sqrt;
28;300;10;4;sqrt;10.0
29;500;5;2;sqrt;20.0
30;500;5;4;sqrt;20.0
