Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(2,3,15));0.8397;2.1367;2.5404;2.0509
2;list('adj',''), list('red',c(950,650,1)), list('snv',''), list('sder',c(2,3,15));0.809;2.7412;2.3272;1.8337
3;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(2,3,21));0.8802;2.0501;2.9383;1.9558
4;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,15));0.8145;2.4514;2.3616;2.0101
5;list('adj',''), list('red',c(800,750,1)), list('snv',''), list('sder',c(2,3,15));0.8859;1.6023;3.0113;2.0301
