Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
4;89;840.6590701021356;1117.653089996515;-276.99401989437945
6;99;797.7613057895434;823.9461127114266;-26.18480692188325
8;45;1049.7561464724672;955.4500995252646;94.30604694720262
9;72;807.1975236709881;809.1785346705778;-1.9810109995897847
14;98;492.5691798443286;673.2071228496968;-180.63794300536824
18;23;2692.7094351834335;1844.74301946663;847.9664157168036
29;41;1342.841345352173;1580.6083515238292;-237.76700617165625
35;114;1620.2703507645992;1933.2966133241023;-313.02626255950304
36;71;1093.7242958652434;1154.361221792066;-60.63692592682264
39;116;616.3825393337695;825.7578945729994;-209.37535523922986
40;1;964.2460664372423;877.984894769372;86.26117166787037
44;47;1678.433673591293;1493.4646282961733;184.9690452951197
50;24;782.6948596447914;788.9557753566195;-6.260915711828034
54;42;2078.624784747163;1703.916986473987;374.7077982731762
63;36;2497.5594950895706;1838.0243671280311;659.5351279615395
71;56;1201.2823578881762;1063.0805656520263;138.2017922361499
73;175;1166.0458032913996;964.295794372441;201.75000891895854
77;38;1279.8332687916409;1235.2614157877274;44.571853003913475
78;84;1311.2532600991865;1256.9304679727425;54.32279212644403
79;81;797.6242374703658;860.3235043467886;-62.699266876422826
81;49;866.4816634121381;1490.7030281540713;-624.2213647419331
90;206;515.1524226703203;596.1621085664449;-81.00968589612455
95;14;1794.5208759976986;1749.1547272266428;45.366148771055805
97;198;801.3568192091498;885.0546900922737;-83.69787088312398
109;61;639.491799897716;815.3143692189683;-175.82256932125233
115;186;2370.1927869006104;1719.7017424733222;650.4910444272882
130;75;647.6237186832004;547.2332430795234;100.39047560367703
