Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;sqrt;10.0
2;300;5;2;log2;20.0
3;100;2;2;log2;20.0
4;100;5;1;0.3;20.0
5;500;10;2;log2;
6;200;5;4;log2;
7;200;5;4;0.3;
8;100;5;4;0.3;10.0
9;100;5;1;0.3;
10;300;10;2;sqrt;10.0
11;300;2;2;sqrt;
12;100;10;1;log2;
13;200;10;4;log2;20.0
14;100;5;2;0.3;
15;500;10;2;0.3;
16;500;2;4;log2;20.0
17;200;5;2;0.3;20.0
18;100;5;4;0.3;20.0
19;500;10;1;log2;
20;200;5;1;sqrt;20.0
21;300;10;2;sqrt;20.0
22;200;5;2;sqrt;10.0
23;500;5;2;sqrt;
24;100;2;2;log2;
25;300;5;2;0.3;10.0
26;200;2;2;sqrt;10.0
27;100;5;4;log2;10.0
28;300;5;1;sqrt;10.0
29;500;10;2;log2;20.0
30;500;5;2;log2;10.0
