Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 11));0.4035;88.1247;1.3169;82.4009
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 15));0.1839;87.9065;1.1259;84.3936
3;list('adj',''), list('red',c(1,1400,1)), list('snv',''), list('sder',c(2,3,15));0.2285;82.0937;1.1579;81.1816
4;list('adj',''),list('red',c(40,1300,1)),list('snv',''),list('sder',c(2,3,15));0.0646;103.1439;1.0516;76.4768
5;list('adj',''), list('snv',''), list('sder',c(1,3,5));0.1568;70.8634;1.1077;88.7056
