Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;10.0
2;100;5;1;sqrt;10.0
3;100;5;1;0.3;
4;500;2;1;log2;
5;300;5;4;0.3;
6;500;2;1;0.3;20.0
7;300;10;4;0.3;10.0
8;300;5;2;0.3;
9;300;2;2;sqrt;20.0
10;200;5;2;log2;20.0
11;200;10;2;0.3;
12;100;10;4;0.3;20.0
13;200;5;1;0.3;20.0
14;500;5;1;log2;10.0
15;100;2;2;0.3;
16;300;2;4;log2;
17;200;10;4;0.3;
18;100;10;2;0.3;
19;200;5;2;0.3;10.0
20;300;5;2;log2;
21;500;10;2;0.3;10.0
22;100;10;1;log2;20.0
23;200;2;1;log2;20.0
24;200;10;1;0.3;
25;300;5;2;sqrt;20.0
26;100;5;2;log2;20.0
27;300;2;2;sqrt;10.0
28;300;10;2;0.3;
29;500;5;1;sqrt;
30;500;2;1;log2;20.0
