Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;log2;10.0
2;100;5;4;log2;
3;100;5;1;log2;10.0
4;500;10;1;sqrt;
5;300;5;1;sqrt;
6;300;2;4;0.3;
7;300;2;1;sqrt;
8;200;2;4;sqrt;10.0
9;200;5;1;log2;20.0
10;200;10;4;sqrt;10.0
11;300;10;4;sqrt;20.0
12;300;5;4;sqrt;20.0
13;100;10;4;0.3;20.0
14;200;2;2;0.3;10.0
15;100;2;2;log2;10.0
16;300;10;1;log2;20.0
17;100;5;2;log2;20.0
18;100;5;1;sqrt;10.0
19;500;5;2;0.3;20.0
20;500;5;2;0.3;10.0
21;100;2;4;sqrt;
22;200;10;2;log2;20.0
23;300;10;4;log2;10.0
24;300;2;1;log2;10.0
25;500;10;2;log2;10.0
26;300;2;1;log2;
27;500;10;1;log2;10.0
28;200;2;1;log2;10.0
29;200;5;2;sqrt;10.0
30;300;10;4;sqrt;10.0
