Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;10.0
2;300;10;4;sqrt;10.0
3;100;5;1;sqrt;20.0
4;300;2;2;log2;
5;500;10;4;sqrt;10.0
6;500;2;4;log2;10.0
7;300;5;4;0.3;10.0
8;500;10;1;log2;10.0
9;100;5;2;0.3;20.0
10;500;2;2;log2;
11;100;10;1;log2;
12;300;10;4;log2;10.0
13;500;5;4;sqrt;20.0
14;200;2;1;sqrt;20.0
15;100;5;4;log2;20.0
16;100;5;1;log2;
17;200;2;1;sqrt;
18;200;5;4;0.3;10.0
19;500;5;1;sqrt;
20;100;2;2;sqrt;10.0
21;200;2;4;log2;10.0
22;500;10;1;sqrt;
23;500;10;2;0.3;20.0
24;300;2;1;log2;20.0
25;500;10;4;0.3;20.0
26;100;10;1;sqrt;10.0
27;200;10;2;log2;
28;300;10;4;0.3;
29;500;5;2;0.3;
30;500;5;4;sqrt;10.0
