Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;log2;
2;200;5;4;log2;
3;300;2;4;sqrt;20.0
4;300;2;1;log2;10.0
5;200;2;2;0.3;
6;200;10;2;sqrt;10.0
7;500;2;1;log2;20.0
8;100;10;1;sqrt;
9;300;5;1;sqrt;20.0
10;100;5;2;sqrt;
11;500;10;2;log2;10.0
12;200;5;2;sqrt;10.0
13;500;5;2;log2;
14;300;5;4;sqrt;
15;300;5;2;0.3;10.0
16;300;10;2;0.3;20.0
17;500;10;4;sqrt;
18;500;5;1;log2;10.0
19;100;2;1;sqrt;
20;500;2;1;sqrt;20.0
21;300;10;2;sqrt;
22;100;5;2;0.3;
23;500;5;2;sqrt;
24;500;2;1;0.3;10.0
25;200;10;4;log2;20.0
26;500;10;2;0.3;20.0
27;200;2;2;sqrt;
28;200;5;1;sqrt;10.0
29;100;10;2;log2;10.0
30;100;2;4;sqrt;20.0
