Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;sqrt;10.0
2;100;5;1;log2;20.0
3;100;10;4;0.3;
4;100;10;2;sqrt;
5;500;5;1;0.3;10.0
6;300;2;2;0.3;
7;200;5;4;0.3;20.0
8;500;10;1;0.3;20.0
9;500;2;1;log2;
10;300;5;4;log2;20.0
11;500;5;4;log2;
12;300;5;2;0.3;
13;300;10;4;sqrt;
14;500;2;1;sqrt;
15;300;2;4;log2;20.0
16;300;5;4;0.3;20.0
17;100;10;2;log2;10.0
18;200;2;4;sqrt;
19;500;5;4;0.3;10.0
20;100;10;2;0.3;
21;200;2;1;0.3;20.0
22;300;2;1;sqrt;10.0
23;500;10;4;0.3;20.0
24;500;5;4;sqrt;20.0
25;300;5;1;sqrt;20.0
26;100;5;4;sqrt;20.0
27;300;2;2;sqrt;10.0
28;200;5;4;0.3;10.0
29;300;5;1;0.3;20.0
30;100;10;2;0.3;20.0
