Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;10.0
2;100;5;2;sqrt;10.0
3;500;5;2;sqrt;20.0
4;300;5;1;0.3;10.0
5;200;2;4;0.3;20.0
6;300;10;4;0.3;
7;100;2;1;log2;10.0
8;200;2;1;log2;20.0
9;200;5;4;log2;20.0
10;300;10;4;0.3;10.0
11;500;10;4;0.3;
12;300;5;4;sqrt;10.0
13;200;5;1;sqrt;10.0
14;300;10;1;0.3;
15;200;2;4;sqrt;20.0
16;500;5;4;sqrt;
17;500;5;4;0.3;10.0
18;300;2;4;0.3;20.0
19;100;10;1;log2;20.0
20;100;10;1;log2;10.0
21;200;10;1;log2;20.0
22;500;5;2;log2;20.0
23;200;5;1;0.3;10.0
24;500;10;1;0.3;10.0
25;100;5;1;0.3;
26;500;5;1;0.3;20.0
27;300;2;2;log2;20.0
28;100;2;4;0.3;10.0
29;100;10;1;sqrt;10.0
30;300;2;1;log2;20.0
