Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;4;log2;
2;200;10;1;sqrt;
3;100;10;2;log2;20.0
4;300;10;4;sqrt;
5;300;2;4;0.3;10.0
6;300;10;4;log2;10.0
7;300;2;1;sqrt;20.0
8;100;2;2;0.3;20.0
9;100;10;2;sqrt;10.0
10;100;10;1;log2;
11;100;10;4;sqrt;10.0
12;200;10;4;0.3;20.0
13;200;5;4;sqrt;20.0
14;500;5;1;log2;20.0
15;200;10;2;log2;10.0
16;300;10;2;sqrt;20.0
17;100;2;2;sqrt;
18;100;10;2;0.3;10.0
19;300;2;4;0.3;
20;500;10;1;sqrt;
21;500;5;1;0.3;
22;500;2;2;0.3;
23;300;10;2;log2;20.0
24;200;5;4;log2;10.0
25;500;10;2;log2;10.0
26;500;2;1;0.3;10.0
27;500;2;2;sqrt;20.0
28;200;10;2;0.3;
29;500;5;4;log2;10.0
30;200;5;4;sqrt;
