Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;0.3;10.0
2;200;5;4;log2;
3;100;2;2;sqrt;10.0
4;500;5;1;0.3;10.0
5;500;5;1;0.3;
6;100;5;4;0.3;10.0
7;200;10;4;0.3;20.0
8;200;10;2;log2;
9;200;2;4;log2;10.0
10;500;2;1;0.3;10.0
11;200;10;2;0.3;10.0
12;500;2;1;sqrt;10.0
13;200;10;4;log2;10.0
14;300;2;4;sqrt;10.0
15;300;5;4;0.3;
16;100;2;4;0.3;
17;100;10;2;sqrt;20.0
18;200;10;1;0.3;10.0
19;200;5;4;sqrt;10.0
20;300;2;2;sqrt;20.0
21;300;5;2;log2;10.0
22;100;10;4;sqrt;20.0
23;100;10;2;log2;
24;100;2;1;sqrt;20.0
25;200;5;4;log2;20.0
26;500;2;2;sqrt;
27;100;5;4;sqrt;
28;200;2;4;0.3;10.0
29;300;2;2;log2;10.0
30;200;10;2;sqrt;20.0
