Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;0.3;10.0
2;200;2;1;0.3;10.0
3;200;5;1;log2;20.0
4;100;10;4;log2;20.0
5;200;10;1;sqrt;
6;200;5;2;sqrt;10.0
7;500;2;4;sqrt;20.0
8;200;5;4;log2;20.0
9;200;2;4;0.3;20.0
10;200;5;2;sqrt;
11;200;5;2;sqrt;20.0
12;100;2;1;log2;10.0
13;300;2;2;0.3;20.0
14;200;10;1;sqrt;10.0
15;300;10;4;sqrt;10.0
16;200;2;2;sqrt;
17;100;2;4;log2;
18;200;2;1;sqrt;
19;100;2;1;sqrt;10.0
20;500;5;1;0.3;10.0
21;500;10;2;0.3;20.0
22;100;10;4;0.3;10.0
23;300;10;2;log2;
24;200;10;2;log2;
25;200;5;4;0.3;20.0
26;300;10;1;log2;20.0
27;300;2;1;0.3;20.0
28;200;10;2;0.3;
29;300;10;4;log2;20.0
30;300;10;1;0.3;20.0
