Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;10.0
2;300;10;4;log2;10.0
3;200;2;1;sqrt;20.0
4;300;5;4;log2;
5;100;2;1;sqrt;20.0
6;200;2;2;0.3;
7;300;2;4;log2;
8;300;10;1;sqrt;20.0
9;300;5;2;log2;
10;300;10;1;0.3;10.0
11;500;10;2;0.3;
12;100;2;2;sqrt;
13;200;10;2;log2;20.0
14;200;2;4;log2;
15;100;5;2;0.3;20.0
16;300;10;1;log2;
17;100;10;4;0.3;10.0
18;500;5;2;0.3;10.0
19;200;2;1;0.3;
20;200;2;2;log2;20.0
21;100;5;1;0.3;10.0
22;200;10;4;0.3;20.0
23;300;10;1;0.3;20.0
24;300;2;4;sqrt;
25;300;5;4;sqrt;10.0
26;500;10;2;sqrt;20.0
27;300;10;2;log2;20.0
28;200;5;2;sqrt;10.0
29;300;10;4;log2;20.0
30;100;5;4;sqrt;
