Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;
2;100;5;1;log2;
3;300;2;4;log2;
4;300;2;1;0.3;10.0
5;500;10;1;log2;10.0
6;100;2;1;sqrt;10.0
7;200;5;4;sqrt;
8;500;2;1;sqrt;10.0
9;300;5;2;log2;
10;500;2;1;log2;10.0
11;200;2;2;0.3;10.0
12;200;10;1;0.3;
13;300;5;1;log2;20.0
14;500;5;2;log2;
15;500;5;4;sqrt;10.0
16;100;10;4;0.3;20.0
17;100;10;4;log2;20.0
18;500;10;1;0.3;
19;200;2;2;sqrt;10.0
20;300;10;4;sqrt;20.0
21;300;2;2;log2;10.0
22;300;10;1;sqrt;10.0
23;300;5;4;sqrt;
24;500;2;1;sqrt;20.0
25;300;2;2;0.3;10.0
26;200;5;2;0.3;20.0
27;200;2;2;sqrt;20.0
28;200;5;4;sqrt;20.0
29;200;10;4;sqrt;20.0
30;200;10;1;log2;20.0
