Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 31));0.3346;0.0875;1.2468;0.0871
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 3, 31));0.5104;0.0836;1.4536;0.0842
3;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 31));0.5447;0.0643;1.5073;0.0894
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 31));-0.1794;0.1067;0.9365;0.0836
5;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 3, 21));-0.2441;0.1197;0.9119;0.0809
