Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;20.0
2;200;10;2;sqrt;10.0
3;500;2;2;0.3;10.0
4;200;10;2;0.3;20.0
5;300;2;1;sqrt;
6;500;5;1;log2;20.0
7;500;5;1;sqrt;10.0
8;200;2;4;0.3;20.0
9;500;10;4;log2;
10;300;10;1;sqrt;20.0
11;200;5;4;sqrt;20.0
12;100;5;4;sqrt;
13;100;2;4;0.3;
14;300;2;4;sqrt;10.0
15;100;10;1;sqrt;
16;500;5;2;log2;20.0
17;500;5;2;log2;
18;300;10;4;0.3;
19;500;2;1;log2;20.0
20;100;2;1;sqrt;10.0
21;500;5;4;log2;10.0
22;100;10;4;0.3;
23;300;5;1;log2;
24;500;10;4;sqrt;
25;500;5;4;0.3;20.0
26;200;5;4;log2;20.0
27;300;5;2;log2;10.0
28;200;2;4;log2;20.0
29;500;10;4;log2;20.0
30;100;2;2;log2;10.0
