Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;0.3;
2;500;2;4;log2;10.0
3;200;10;1;log2;
4;300;2;1;0.3;
5;100;2;1;0.3;20.0
6;200;10;2;sqrt;20.0
7;300;2;2;sqrt;10.0
8;500;5;4;sqrt;
9;500;10;4;log2;20.0
10;100;5;4;sqrt;10.0
11;200;5;4;log2;20.0
12;200;2;2;log2;
13;500;10;4;0.3;10.0
14;100;5;1;sqrt;10.0
15;500;2;2;log2;10.0
16;200;2;4;log2;20.0
17;100;2;4;0.3;20.0
18;200;2;1;0.3;
19;200;5;1;sqrt;
20;100;10;2;sqrt;
21;500;5;4;sqrt;20.0
22;100;2;4;sqrt;20.0
23;300;2;1;log2;
24;300;5;1;sqrt;10.0
25;300;2;4;log2;
26;200;10;1;log2;20.0
27;300;10;4;log2;
28;100;5;1;log2;
29;300;10;2;log2;
30;300;2;4;sqrt;10.0
