Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;log2;20.0
2;200;10;2;0.3;10.0
3;100;5;1;log2;
4;100;10;2;0.3;20.0
5;200;2;1;0.3;10.0
6;500;5;2;sqrt;20.0
7;300;5;1;0.3;20.0
8;500;10;4;log2;
9;100;5;2;0.3;
10;200;5;2;sqrt;20.0
11;100;2;1;log2;
12;200;5;1;0.3;
13;500;5;1;sqrt;20.0
14;500;2;4;0.3;10.0
15;500;5;1;log2;20.0
16;100;5;4;log2;20.0
17;500;2;4;sqrt;
18;500;5;4;0.3;10.0
19;300;2;2;log2;10.0
20;500;10;4;0.3;10.0
21;500;10;2;0.3;20.0
22;200;10;1;log2;
23;500;10;1;log2;10.0
24;100;2;2;0.3;10.0
25;200;2;2;log2;20.0
26;300;2;4;sqrt;
27;100;10;4;sqrt;20.0
28;500;10;2;sqrt;20.0
29;500;2;2;sqrt;10.0
30;500;5;4;sqrt;10.0
