"Compose";"Pretraitement_Gagnant";"Nombre_VL";"Rc";"R2cv";"RMSEC";"RMSECV";"R2p_Externe";"RMSEP_Externe";"RPD_Externe"
"total.trans.carotene.natif";"rbind(list('adj',''),list('snv',''),list('sder',c(1,3,5)))";2;0,6855;0,5719;363,1772;423,7131;0,6923;392,434;1,8335
