Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;sqrt;
2;100;5;1;log2;20.0
3;100;2;2;0.3;
4;500;5;4;log2;20.0
5;500;5;1;sqrt;
6;500;5;2;sqrt;20.0
7;300;2;4;log2;
8;200;10;1;log2;
9;500;2;4;0.3;10.0
10;100;10;2;sqrt;10.0
11;200;10;2;0.3;
12;100;2;4;0.3;20.0
13;200;10;4;log2;10.0
14;100;10;4;0.3;
15;500;2;2;sqrt;20.0
16;100;5;2;0.3;20.0
17;200;5;4;sqrt;10.0
18;200;2;1;sqrt;20.0
19;300;5;1;log2;10.0
20;300;2;1;log2;
21;100;10;4;sqrt;20.0
22;300;10;2;0.3;20.0
23;500;5;1;sqrt;10.0
24;500;10;4;0.3;20.0
25;500;10;2;sqrt;
26;200;2;4;0.3;20.0
27;200;5;2;0.3;10.0
28;100;2;1;0.3;
29;500;10;1;log2;
30;300;5;1;0.3;10.0
