Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;20.0
2;100;10;4;sqrt;10.0
3;300;5;2;sqrt;
4;300;5;1;sqrt;
5;500;10;1;sqrt;10.0
6;100;10;2;log2;20.0
7;200;2;4;log2;20.0
8;100;2;4;0.3;20.0
9;500;2;1;log2;20.0
10;100;2;2;log2;10.0
11;100;2;4;sqrt;20.0
12;100;2;2;sqrt;20.0
13;300;10;2;log2;20.0
14;500;10;4;0.3;
15;300;5;2;log2;
16;500;5;1;sqrt;
17;100;2;4;0.3;
18;200;2;2;log2;
19;300;5;1;log2;
20;500;2;2;sqrt;10.0
21;100;2;1;log2;
22;300;10;2;sqrt;10.0
23;100;2;1;sqrt;20.0
24;200;5;1;log2;
25;200;2;1;0.3;10.0
26;100;10;1;0.3;
27;500;5;4;0.3;10.0
28;200;5;4;log2;20.0
29;200;10;4;sqrt;10.0
30;200;5;1;0.3;20.0
