Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;log2;
2;200;2;1;0.3;
3;300;10;4;sqrt;20.0
4;200;2;4;0.3;10.0
5;300;5;4;log2;10.0
6;200;5;1;log2;10.0
7;100;5;1;0.3;20.0
8;100;2;4;0.3;20.0
9;300;2;2;sqrt;10.0
10;500;5;2;log2;10.0
11;100;10;4;sqrt;
12;200;2;4;sqrt;20.0
13;500;5;2;log2;20.0
14;200;10;1;log2;
15;200;10;4;0.3;20.0
16;200;10;4;0.3;10.0
17;300;5;1;sqrt;10.0
18;100;5;1;log2;20.0
19;500;5;4;sqrt;10.0
20;300;2;1;sqrt;
21;200;10;4;log2;
22;300;5;4;0.3;10.0
23;300;2;2;sqrt;
24;300;10;4;log2;
25;500;10;2;0.3;20.0
26;200;10;4;sqrt;20.0
27;500;2;2;0.3;20.0
28;300;10;4;0.3;20.0
29;500;10;4;log2;
30;300;5;4;sqrt;20.0
