Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;20.0
2;500;5;2;sqrt;20.0
3;100;2;1;0.3;20.0
4;100;5;4;log2;20.0
5;200;5;1;0.3;20.0
6;500;5;1;sqrt;10.0
7;300;2;4;0.3;
8;300;10;2;0.3;
9;300;10;1;log2;10.0
10;100;10;2;sqrt;20.0
11;500;2;1;sqrt;
12;100;10;4;sqrt;10.0
13;500;5;1;log2;20.0
14;100;2;1;log2;
15;500;10;1;log2;20.0
16;100;10;4;log2;
17;500;10;4;sqrt;20.0
18;300;10;2;log2;
19;100;2;1;sqrt;20.0
20;500;5;4;log2;20.0
21;100;5;1;0.3;
22;100;5;2;0.3;20.0
23;200;5;2;log2;10.0
24;100;10;4;sqrt;20.0
25;500;10;1;0.3;10.0
26;500;5;1;log2;10.0
27;100;10;1;sqrt;20.0
28;500;5;1;0.3;
29;300;5;1;log2;
30;200;2;4;0.3;10.0
