Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;20.0
2;500;5;2;0.3;
3;100;2;4;sqrt;
4;500;10;1;log2;10.0
5;500;5;4;sqrt;20.0
6;500;5;2;0.3;10.0
7;100;5;1;sqrt;20.0
8;200;5;2;log2;
9;200;10;2;0.3;20.0
10;200;5;2;log2;20.0
11;100;5;1;0.3;10.0
12;100;5;4;sqrt;
13;300;2;2;log2;10.0
14;100;5;1;sqrt;
15;100;5;4;log2;
16;300;5;1;sqrt;10.0
17;500;5;2;log2;
18;100;10;4;log2;10.0
19;500;5;2;log2;20.0
20;300;10;2;sqrt;
21;200;2;2;log2;20.0
22;300;2;2;sqrt;20.0
23;100;2;4;0.3;20.0
24;100;10;4;log2;20.0
25;300;5;2;0.3;
26;300;10;1;0.3;
27;300;2;4;log2;
28;500;5;1;0.3;20.0
29;500;2;4;0.3;10.0
30;500;5;1;sqrt;10.0
