Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;sqrt;20.0
2;200;2;4;0.3;20.0
3;200;5;4;0.3;20.0
4;500;2;2;sqrt;10.0
5;500;10;2;0.3;10.0
6;300;2;1;log2;10.0
7;100;2;2;0.3;10.0
8;500;10;1;log2;10.0
9;300;5;4;0.3;10.0
10;300;10;1;sqrt;10.0
11;200;10;1;0.3;10.0
12;300;10;2;0.3;10.0
13;500;5;1;sqrt;20.0
14;500;2;1;0.3;
15;300;2;1;0.3;
16;200;10;4;0.3;10.0
17;100;5;2;sqrt;20.0
18;200;5;4;0.3;10.0
19;500;5;1;log2;20.0
20;200;10;4;log2;
21;500;2;1;log2;
22;500;5;2;sqrt;10.0
23;300;2;4;log2;10.0
24;300;5;1;0.3;
25;100;5;2;log2;20.0
26;200;5;4;log2;20.0
27;200;2;1;log2;20.0
28;300;2;4;0.3;20.0
29;100;10;2;0.3;10.0
30;100;10;4;0.3;
