Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;1;sqrt;20.0
2;200;5;2;log2;
3;500;2;4;log2;
4;100;5;4;0.3;10.0
5;200;2;1;sqrt;20.0
6;200;5;1;log2;10.0
7;500;2;1;sqrt;20.0
8;300;5;4;sqrt;20.0
9;100;2;2;log2;20.0
10;100;2;4;0.3;
11;300;2;4;log2;20.0
12;500;10;1;0.3;10.0
13;200;5;4;0.3;
14;500;2;1;sqrt;10.0
15;300;2;4;log2;10.0
16;200;5;1;sqrt;10.0
17;100;2;4;sqrt;
18;300;5;1;sqrt;
19;100;10;1;log2;20.0
20;100;2;2;log2;
21;500;2;4;0.3;
22;200;2;1;log2;10.0
23;500;5;4;0.3;
24;300;5;1;log2;10.0
25;200;2;4;log2;10.0
26;500;10;1;log2;10.0
27;200;2;1;sqrt;
28;200;5;1;log2;
29;100;10;2;sqrt;10.0
30;200;2;2;log2;10.0
