Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;log2;10.0
2;100;5;1;0.3;
3;300;5;4;sqrt;10.0
4;300;2;1;sqrt;20.0
5;300;2;1;0.3;
6;100;5;1;log2;
7;300;10;4;0.3;20.0
8;300;2;4;sqrt;
9;100;10;1;log2;
10;200;10;4;sqrt;20.0
11;100;2;1;0.3;10.0
12;200;2;1;0.3;20.0
13;200;10;1;log2;20.0
14;200;2;4;sqrt;
15;300;5;4;log2;10.0
16;300;2;2;log2;
17;200;10;2;log2;
18;200;5;2;log2;
19;200;2;1;sqrt;
20;200;5;4;log2;20.0
21;300;2;4;0.3;10.0
22;100;2;2;log2;10.0
23;500;10;4;0.3;
24;100;5;1;sqrt;
25;300;10;4;0.3;
26;300;10;2;log2;
27;100;2;2;sqrt;20.0
28;200;2;4;sqrt;10.0
29;300;10;1;sqrt;
30;200;5;2;sqrt;20.0
