Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;20.0
2;500;5;4;0.3;10.0
3;200;10;2;sqrt;
4;500;5;1;0.3;10.0
5;500;5;4;log2;20.0
6;100;5;1;0.3;
7;100;10;4;sqrt;10.0
8;300;10;4;0.3;10.0
9;500;10;1;0.3;10.0
10;300;5;2;0.3;20.0
11;200;10;1;log2;20.0
12;200;5;1;sqrt;
13;300;10;1;0.3;10.0
14;100;10;4;log2;20.0
15;300;10;4;0.3;20.0
16;300;5;2;log2;10.0
17;500;2;2;0.3;10.0
18;200;5;1;0.3;
19;500;5;2;0.3;10.0
20;500;10;4;0.3;20.0
21;200;5;4;log2;10.0
22;100;5;2;log2;
23;300;10;2;0.3;20.0
24;100;2;4;log2;
25;200;10;2;log2;
26;200;5;2;sqrt;10.0
27;500;2;2;log2;
28;200;2;2;0.3;20.0
29;100;10;4;log2;
30;500;5;2;0.3;
