Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;2;sqrt;10.0
2;200;10;2;log2;
3;500;10;4;log2;
4;500;5;2;sqrt;
5;200;5;4;0.3;
6;500;2;4;sqrt;20.0
7;100;5;1;log2;20.0
8;100;5;1;log2;
9;100;2;1;0.3;20.0
10;300;10;1;log2;
11;500;2;4;log2;
12;300;2;2;log2;
13;500;2;1;log2;10.0
14;500;10;2;log2;10.0
15;200;5;2;sqrt;10.0
16;300;2;1;log2;20.0
17;300;5;4;sqrt;
18;100;10;4;0.3;20.0
19;500;2;2;0.3;
20;500;2;1;log2;20.0
21;100;2;2;0.3;10.0
22;100;2;1;log2;
23;200;10;4;0.3;
24;100;5;4;0.3;20.0
25;500;10;2;sqrt;
26;300;2;1;sqrt;
27;500;2;4;log2;20.0
28;100;2;4;0.3;10.0
29;100;10;4;sqrt;20.0
30;500;2;2;sqrt;10.0
