Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;sqrt;
2;100;5;4;0.3;20.0
3;200;10;2;sqrt;
4;500;2;1;sqrt;20.0
5;200;10;2;log2;10.0
6;500;2;4;sqrt;10.0
7;500;5;4;log2;
8;200;5;1;sqrt;10.0
9;200;10;2;0.3;20.0
10;500;2;4;sqrt;
11;300;5;4;log2;10.0
12;300;10;4;0.3;10.0
13;200;10;4;sqrt;10.0
14;100;5;1;0.3;20.0
15;300;2;2;0.3;
16;100;2;2;sqrt;
17;300;10;4;sqrt;10.0
18;200;5;1;log2;10.0
19;500;10;4;log2;10.0
20;200;5;4;sqrt;10.0
21;100;10;2;sqrt;20.0
22;100;10;4;sqrt;10.0
23;200;2;2;log2;20.0
24;500;2;2;sqrt;
25;500;5;1;sqrt;20.0
26;200;2;2;log2;10.0
27;100;2;2;0.3;20.0
28;500;5;1;sqrt;
29;100;10;1;sqrt;10.0
30;300;10;4;log2;20.0
