Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;log2;10.0
2;100;5;1;0.3;
3;500;5;2;sqrt;10.0
4;200;2;4;0.3;
5;500;2;1;0.3;10.0
6;100;10;1;sqrt;10.0
7;100;5;4;0.3;
8;500;2;2;sqrt;
9;300;10;1;log2;10.0
10;100;5;4;log2;20.0
11;300;2;2;sqrt;20.0
12;300;10;2;sqrt;10.0
13;100;10;4;sqrt;
14;300;2;4;0.3;
15;200;5;2;log2;10.0
16;300;2;2;0.3;10.0
17;100;5;2;0.3;20.0
18;100;2;1;0.3;
19;500;10;1;log2;20.0
20;300;5;2;0.3;
21;200;10;1;log2;20.0
22;500;10;4;log2;20.0
23;200;5;1;sqrt;20.0
24;200;2;4;sqrt;20.0
25;100;2;1;0.3;20.0
26;200;2;1;log2;20.0
27;100;10;2;log2;20.0
28;300;5;1;sqrt;20.0
29;500;10;2;sqrt;
30;100;5;1;sqrt;20.0
