Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;log2;10.0
2;500;2;1;log2;
3;100;5;4;0.3;10.0
4;100;10;2;log2;
5;200;2;2;log2;20.0
6;300;2;1;0.3;10.0
7;200;10;2;0.3;20.0
8;200;2;2;0.3;
9;200;2;1;sqrt;20.0
10;200;5;4;log2;20.0
11;500;10;2;sqrt;
12;200;5;1;log2;20.0
13;300;2;2;sqrt;10.0
14;500;5;1;log2;10.0
15;200;2;2;log2;10.0
16;100;10;1;log2;10.0
17;200;2;1;sqrt;10.0
18;300;5;2;sqrt;20.0
19;100;5;2;log2;
20;300;10;1;0.3;20.0
21;500;5;1;sqrt;10.0
22;300;5;4;sqrt;20.0
23;300;10;4;sqrt;
24;300;10;2;0.3;10.0
25;300;10;1;sqrt;10.0
26;100;10;2;log2;10.0
27;200;10;1;log2;10.0
28;100;10;1;sqrt;
29;100;2;2;0.3;
30;200;2;4;log2;10.0
