Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;0.3;10.0
2;300;10;1;log2;20.0
3;300;5;4;sqrt;20.0
4;200;5;1;log2;10.0
5;200;2;4;log2;10.0
6;100;10;1;0.3;
7;200;10;4;sqrt;
8;300;10;4;0.3;
9;300;5;1;log2;10.0
10;100;2;1;0.3;10.0
11;500;10;1;sqrt;20.0
12;500;2;4;sqrt;10.0
13;300;10;2;0.3;20.0
14;300;10;1;0.3;10.0
15;200;5;1;log2;
16;500;5;1;0.3;20.0
17;200;5;2;log2;20.0
18;200;10;4;sqrt;10.0
19;300;5;1;log2;
20;500;5;1;log2;20.0
21;300;2;2;log2;20.0
22;500;10;4;sqrt;20.0
23;100;10;2;log2;20.0
24;500;5;1;sqrt;20.0
25;500;10;2;log2;
26;100;10;2;0.3;10.0
27;500;2;2;log2;10.0
28;500;5;4;log2;20.0
29;100;5;4;log2;20.0
30;500;10;1;sqrt;10.0
