Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;20.0
2;300;10;1;sqrt;10.0
3;300;2;2;sqrt;
4;100;5;2;sqrt;
5;300;10;4;0.3;
6;500;2;4;log2;10.0
7;200;10;4;sqrt;10.0
8;300;2;4;log2;
9;100;10;1;sqrt;
10;200;2;4;sqrt;
11;200;10;1;0.3;10.0
12;100;10;4;0.3;20.0
13;300;2;4;0.3;
14;300;2;4;log2;20.0
15;500;10;1;0.3;20.0
16;500;2;1;0.3;
17;300;2;4;sqrt;20.0
18;300;10;4;log2;20.0
19;100;2;1;sqrt;20.0
20;200;2;2;log2;
21;300;2;1;0.3;20.0
22;200;5;4;0.3;
23;100;10;2;log2;20.0
24;200;10;1;log2;10.0
25;200;2;1;sqrt;10.0
26;500;10;4;log2;
27;300;2;2;log2;10.0
28;200;2;1;sqrt;
29;200;5;4;log2;10.0
30;300;10;2;sqrt;
