Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;sqrt;10.0
2;300;10;2;sqrt;10.0
3;500;2;2;log2;20.0
4;500;10;2;log2;20.0
5;100;2;2;0.3;20.0
6;100;5;4;sqrt;20.0
7;100;5;2;sqrt;20.0
8;200;10;4;sqrt;20.0
9;300;10;2;log2;
10;300;5;4;sqrt;
11;500;2;2;sqrt;20.0
12;300;2;1;log2;
13;200;5;4;log2;20.0
14;500;2;2;sqrt;10.0
15;300;5;2;log2;
16;100;2;2;0.3;10.0
17;500;5;4;log2;
18;100;5;1;sqrt;20.0
19;300;10;2;log2;10.0
20;300;10;1;log2;20.0
21;200;5;2;0.3;10.0
22;300;5;2;log2;20.0
23;300;2;2;log2;20.0
24;200;2;1;log2;20.0
25;500;2;1;log2;
26;100;10;2;log2;20.0
27;500;2;4;log2;10.0
28;200;10;1;sqrt;20.0
29;500;5;4;sqrt;20.0
30;200;10;4;0.3;10.0
