Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;sqrt;20.0
2;500;10;4;log2;20.0
3;100;2;1;sqrt;
4;200;10;4;0.3;10.0
5;500;10;2;log2;
6;300;10;1;0.3;20.0
7;100;2;1;sqrt;10.0
8;200;10;4;0.3;20.0
9;500;5;1;0.3;
10;300;5;1;log2;20.0
11;300;5;1;log2;10.0
12;200;10;2;sqrt;10.0
13;100;5;1;sqrt;20.0
14;100;2;2;0.3;
15;300;5;2;log2;
16;100;2;1;0.3;
17;500;5;1;log2;
18;200;2;2;0.3;
19;500;5;4;sqrt;
20;300;10;2;sqrt;
21;200;10;4;log2;20.0
22;100;10;2;log2;
23;100;5;4;sqrt;
24;200;10;2;sqrt;20.0
25;500;2;1;0.3;10.0
26;300;5;4;0.3;20.0
27;500;10;1;log2;
28;200;5;4;sqrt;10.0
29;500;2;1;0.3;20.0
30;300;5;4;0.3;10.0
