Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;log2;20.0
2;100;10;4;log2;10.0
3;200;10;4;0.3;
4;100;10;2;log2;10.0
5;300;10;4;0.3;20.0
6;200;5;4;sqrt;
7;100;5;1;log2;20.0
8;200;2;4;0.3;10.0
9;500;5;4;0.3;
10;200;2;2;0.3;
11;300;10;4;0.3;
12;300;10;4;sqrt;
13;500;2;2;sqrt;20.0
14;100;10;4;sqrt;
15;200;2;1;sqrt;10.0
16;200;5;1;log2;10.0
17;300;5;2;log2;10.0
18;500;5;4;0.3;10.0
19;200;10;4;sqrt;
20;200;2;4;sqrt;20.0
21;100;5;2;sqrt;10.0
22;100;5;1;0.3;
23;300;5;1;log2;10.0
24;100;10;1;sqrt;
25;500;2;2;sqrt;
26;500;2;4;log2;
27;200;2;1;sqrt;20.0
28;500;10;1;sqrt;
29;300;2;1;log2;
30;300;2;1;sqrt;20.0
