Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;4;log2;10.0
2;300;2;4;0.3;20.0
3;500;5;1;sqrt;20.0
4;200;5;1;log2;20.0
5;200;5;2;0.3;
6;100;2;1;sqrt;20.0
7;300;10;1;log2;10.0
8;200;10;1;log2;
9;500;2;1;0.3;
10;300;5;2;0.3;
11;500;5;4;log2;
12;200;5;4;0.3;
13;300;2;4;sqrt;20.0
14;500;2;2;sqrt;
15;300;2;1;0.3;10.0
16;300;2;4;sqrt;
17;100;5;1;0.3;20.0
18;100;5;2;0.3;20.0
19;100;5;1;log2;20.0
20;200;5;2;sqrt;10.0
21;500;10;4;0.3;
22;100;10;2;0.3;10.0
23;300;10;1;log2;20.0
24;100;2;1;log2;20.0
25;500;2;1;0.3;10.0
26;200;5;4;log2;20.0
27;200;10;4;sqrt;20.0
28;300;5;4;0.3;
29;500;5;2;log2;20.0
30;200;10;4;log2;20.0
