Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;sqrt;20.0
2;300;10;2;0.3;10.0
3;200;10;2;0.3;
4;500;10;2;sqrt;
5;200;2;4;sqrt;10.0
6;100;5;2;0.3;10.0
7;300;2;1;0.3;10.0
8;200;10;1;0.3;
9;200;2;4;log2;20.0
10;200;10;2;sqrt;20.0
11;500;5;1;log2;20.0
12;100;2;2;0.3;10.0
13;100;2;1;log2;20.0
14;300;5;2;sqrt;10.0
15;500;2;2;0.3;20.0
16;100;5;1;log2;
17;300;10;2;sqrt;10.0
18;300;5;2;log2;
19;300;2;4;sqrt;20.0
20;500;10;1;0.3;20.0
21;500;2;1;log2;10.0
22;500;2;1;0.3;10.0
23;200;2;4;0.3;20.0
24;500;2;4;sqrt;20.0
25;200;5;4;0.3;
26;300;5;4;log2;10.0
27;100;5;1;log2;10.0
28;300;2;2;sqrt;20.0
29;500;10;2;sqrt;20.0
30;300;5;2;sqrt;20.0
