Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;sqrt;
2;100;5;1;sqrt;10.0
3;500;2;1;0.3;10.0
4;200;2;2;0.3;
5;300;2;4;sqrt;10.0
6;500;5;1;0.3;20.0
7;200;10;1;sqrt;20.0
8;100;10;2;sqrt;
9;500;5;4;sqrt;
10;500;5;4;0.3;20.0
11;500;2;4;sqrt;20.0
12;500;10;2;sqrt;10.0
13;200;5;1;sqrt;
14;200;5;1;log2;
15;500;5;4;log2;20.0
16;500;10;2;log2;20.0
17;200;10;2;sqrt;20.0
18;300;5;2;0.3;20.0
19;500;10;4;0.3;20.0
20;100;2;4;sqrt;20.0
21;200;2;4;sqrt;
22;100;10;2;sqrt;10.0
23;200;2;1;0.3;10.0
24;100;5;1;sqrt;20.0
25;300;2;4;sqrt;20.0
26;500;2;1;0.3;20.0
27;300;10;4;sqrt;20.0
28;300;2;1;sqrt;10.0
29;200;2;4;0.3;10.0
30;100;5;4;sqrt;10.0
