Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;sqrt;20.0
2;200;5;2;0.3;10.0
3;200;2;4;log2;10.0
4;500;2;1;sqrt;10.0
5;500;10;2;sqrt;20.0
6;300;10;4;0.3;20.0
7;500;2;2;0.3;
8;300;10;2;0.3;
9;300;10;1;sqrt;10.0
10;300;2;4;sqrt;20.0
11;500;5;4;sqrt;10.0
12;100;2;2;sqrt;10.0
13;200;2;4;sqrt;10.0
14;300;2;1;0.3;
15;100;2;2;0.3;
16;500;5;4;0.3;10.0
17;300;2;2;sqrt;
18;500;5;4;sqrt;
19;100;5;1;sqrt;20.0
20;300;10;2;log2;
21;300;5;4;0.3;10.0
22;500;10;2;0.3;
23;200;2;1;sqrt;10.0
24;200;5;1;log2;20.0
25;500;2;2;0.3;10.0
26;200;5;4;sqrt;
27;500;10;2;log2;
28;500;5;1;log2;20.0
29;200;10;4;log2;
30;100;5;2;log2;10.0
