Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2,3,21));0.7482;133.7819;2.0269;104.6617
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 35));0.7756;101.1137;2.1469;98.605
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 31));0.7487;120.358;2.0291;103.181
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 35));0.8433;86.1341;2.5695;108.5208
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 31));0.8155;118.4817;2.3678;113.2757
