Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;sqrt;
2;500;5;2;0.3;20.0
3;100;5;1;log2;
4;100;2;2;0.3;10.0
5;300;5;4;log2;10.0
6;200;5;1;0.3;10.0
7;100;10;2;sqrt;10.0
8;500;2;2;sqrt;20.0
9;100;10;4;sqrt;20.0
10;300;5;4;sqrt;10.0
11;500;2;4;0.3;10.0
12;300;10;4;0.3;20.0
13;200;10;1;0.3;10.0
14;100;2;4;log2;20.0
15;100;10;1;sqrt;
16;300;5;2;sqrt;10.0
17;300;2;4;0.3;10.0
18;100;10;2;log2;20.0
19;200;2;1;log2;
20;300;10;2;0.3;10.0
21;200;10;2;0.3;
22;500;2;1;0.3;
23;200;5;2;0.3;20.0
24;500;5;1;0.3;10.0
25;200;2;2;0.3;10.0
26;300;2;2;sqrt;
27;100;10;2;0.3;
28;500;2;1;log2;
29;200;2;2;log2;10.0
30;500;2;1;0.3;10.0
