Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;0.3;10.0
2;300;2;4;sqrt;10.0
3;500;5;1;0.3;10.0
4;200;2;1;0.3;20.0
5;300;10;1;0.3;
6;300;10;4;sqrt;20.0
7;100;5;2;log2;20.0
8;500;5;4;sqrt;10.0
9;300;5;2;sqrt;20.0
10;100;2;1;log2;10.0
11;200;10;2;0.3;
12;300;2;4;sqrt;20.0
13;300;5;2;log2;
14;200;2;2;log2;10.0
15;300;5;1;log2;
16;500;10;1;0.3;10.0
17;200;10;2;log2;
18;500;2;1;log2;10.0
19;100;10;4;sqrt;20.0
20;100;10;2;log2;20.0
21;200;2;2;0.3;10.0
22;200;5;4;sqrt;20.0
23;100;10;2;0.3;
24;100;5;1;log2;20.0
25;500;5;2;log2;10.0
26;100;2;4;sqrt;20.0
27;100;5;4;log2;20.0
28;300;2;2;log2;
29;200;5;1;0.3;20.0
30;200;5;2;log2;
