Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;0.3;10.0
2;200;5;2;sqrt;20.0
3;500;2;4;0.3;10.0
4;200;2;1;0.3;20.0
5;300;5;1;log2;10.0
6;500;10;4;log2;20.0
7;500;5;4;0.3;20.0
8;500;2;1;log2;10.0
9;300;10;2;0.3;
10;200;5;2;0.3;
11;300;10;4;log2;20.0
12;300;2;1;0.3;10.0
13;500;5;1;0.3;10.0
14;500;5;1;0.3;20.0
15;500;10;4;log2;10.0
16;500;2;1;sqrt;10.0
17;300;10;2;log2;20.0
18;200;2;2;log2;20.0
19;100;2;1;log2;10.0
20;200;10;4;0.3;20.0
21;100;2;1;sqrt;
22;500;10;2;0.3;10.0
23;200;2;2;sqrt;20.0
24;500;2;4;sqrt;20.0
25;100;10;4;sqrt;20.0
26;500;5;4;sqrt;20.0
27;100;10;1;log2;10.0
28;100;2;4;sqrt;20.0
29;200;10;1;sqrt;20.0
30;300;5;4;0.3;20.0
