Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;10.0
2;100;10;4;0.3;20.0
3;200;10;2;log2;20.0
4;100;5;2;0.3;
5;500;2;4;sqrt;
6;200;10;2;0.3;20.0
7;200;5;1;log2;20.0
8;300;5;1;sqrt;
9;500;10;1;log2;20.0
10;300;10;2;sqrt;20.0
11;500;2;2;0.3;10.0
12;500;10;1;0.3;20.0
13;200;10;4;log2;
14;500;2;2;log2;10.0
15;300;2;1;0.3;20.0
16;500;5;4;sqrt;20.0
17;500;2;1;sqrt;20.0
18;100;2;1;sqrt;10.0
19;500;2;2;log2;20.0
20;200;10;1;sqrt;
21;500;10;1;sqrt;20.0
22;300;2;1;0.3;
23;200;2;1;sqrt;
24;500;5;1;log2;10.0
25;300;10;2;0.3;20.0
26;200;2;4;log2;20.0
27;500;10;1;0.3;10.0
28;300;2;4;sqrt;10.0
29;300;10;4;log2;20.0
30;100;5;2;0.3;20.0
